phrase,skill
MicroStrategy Software Development Kit,1
MicroStrategy Transaction Services,1
MicroStrategy Visual Insight,1
MicroStrategy Web,1
Microservices,1
Microsoft Azure,1
Microsoft Exchange Servers,1
Microsoft Office 365,1
Microsoft Office XML Formats,1
Microsoft Planner,1
Microsoft Reporting,1
Microsoft SQL Server Data Engine (MSDE),1
Microsoft SQL Servers,1
Microsoft Servers,1
Microsoft SharePoint,1
Microsoft Speech API,1
Report Definition Language,1
RoboMongo,1
SAP 2000,1
SAP 3.X,1
SAP 4.X,1
SAP 6.X,1
SAP AA,1
SAP ABAP,1
SAP APO,1
SAP Accounts Payable,1
SAP Afaria,1
SAP Applications,1
SAP BI Accelerator,1
SAP Best Practices,1
SAP Business ByDesign,1
SAP Business Connector,1
SAP Business One,1
SAP Business Planning And Consolidation,1
SAP Business Planning And Simulation,1
SAP Business Suite,1
SAP BusinessObjects,1
SAP CO,1
SAP CRM,1
SAP CS,1
SAP Composite Application Frameworks,1
SAP Concur (Travel And Invoice Software),1
SAP Configuration,1
SAP Connector,1
SAP Contract Lifecycle Management,1
SAP DMS,1
SAP EBP,1
SAP EC,1
SAP EP,1
SAP ERP,1
SAP EWM,1
SAP FI,1
SAP FI/CO,1
SAP Fieldglass (Vendor Management Tool),1
SAP Financial Management,1
SAP Financial Services,1
SAP Fiori,1
SAP Frontend,1
SAP Functional,1
SAP GUIing,1
SAP HANA,1
SAP Human Resource Management Software,1
SAP IDES,1
SAP IS-U,1
SAP Implementation,1
SAP Infrastructure,1
SAP Inventory Management Software,1
SAP Java Connector,1
SAP Knowledge Management,1
SAP Knowledge Warehouse,1
SAP Logistics,1
SAP Logistics Execution System,1
SAP Logistics Information System,1
SAP Lumira,1
SAP Manufacturing Execution (ME),1
SAP Material Management,1
SAP NetWeaver,1
SAP NetWeaver Application Servers,1
SAP NetWeaver Business Warehouse,1
SAP NetWeaver Data Management,1
SAP NetWeaver Development Infrastructure,1
SAP NetWeaver Portals,1
SAP NetWeaver Process Integration,1
SAP NetWeaver Visual Composer,1
SAP Office,1
SAP Plant Maintenance,1
SAP Point Of Sale,1
SAP Product Lifecycle Management (PLM),1
SAP Production Planning,1
SAP Project Management,1
SAP Project System,1
SAP Quality ManageMent,1
SAP R/3,1
SAP Recipe Management,1
SAP Resource And Portfolio Management,1
SAP Sales And Distribution,1
SAP Security,1
SAP Service Management,1
SAP Solution Manager,1
SAP SuccessFactors,1
SAP Supplier Relationship Management (SAP SRM),1
SAP Supply Chain Management (SCM),1
SAP Sybase Adaptive Server Enterprise,1
SAP Sybase SQL,1
SAP Sybase SQL Anywhere,1
SAP Technology Consulting,1
SAP Transport Management Systems,1
SAP Treasury And Risk Management,1
SAP Tutor,1
SAP V3.X,1
SAP V4.X,1
SAP Warehouse Management,1
SAP XAPP,1
SAP XMII (SAP NetWeaver),1
SAPGovernance Risk And Compliance Analytics Software,1
SARS Software Products,1
SARTECH Examinations,1
SAS (Software),1
SAS Appdev Studio,1
SAS Forecast Servers,1
SAS Integration Technologies,1
SAS Learning Edition,1
SAS Macros,1
SAS Management Console,1
SAS Metadata Servers,1
SAS OLAP Servers,1
SAS Scalable Performance Data Servers,1
SAS Statistical Analysis,1
SAS Text Miner,1
SAS Web OLAP Viewer,1
SAS Web Report Studio,1
SAS/Base,1
SAS/IML,1
SAS/STAT,1
SQL (Programming Language),1
SQL And Java (SQLJ),1
SQL Anywhere,1
SQL Azure,1
SQL Common Language Runtime (SQL CLR),1
SQL Injection,1
SQL Plan Management,1
SQL Server 2005 DBa Certified Professional,1
SQL Server Agent,1
SQL Server Analysis Services,1
SQL Server Compact,1
SQL Server Express,1
SQL Server Integration Services (SSIS),1
SQL Server Management Objects,1
SQL Server Management Studio,1
SQL Server Master Data Services,1
SQL Server Notification Services,1
SQL Server Reporting Services,1
SQL Services,1
SQL Tuning,1
SQL*Plus,1
SQL-2003,1
SQL/Persistent Stored Modules (SQL/PSM),1
SQLAlchemy,1
SQLite,1
SQLyog,1
SQSH,1
SQuirreL SQL Client,1
SSAS 2012,1
Vue.js,1
Web Applications,1
Web Crawlers,1
Web Frameworks,1
Web Hosting Services,1
Web Intelligence,1
Web Performance Optimization,1
Web Platforms,1
Web Portals,1
Web Processing,1
Web Processing Service,1
Web Testing,1
Web Tools,1
Web Tools Platform,1
Web Typography,1
Web UI,1
Web Usability,1
Web Widget,1
Web Worker,1
Web.xml,1
Web2go,1
Web2py,1
Web3D,1
WebAssembly,1
WebCT,1
WebCTRL,1
WebDNA,1
WebDev,1
WebDriverJS,1
WebERP,1
WebEx PCNow,1
WebGL,1
WebGUI,1
WebHost Manager (WHM),1
WebKit,1
XML Certification Programs,1
XML Concepts,1
XML Configuration Access Protocols,1
XML Data Binding,1
XML Data Package,1
XML Databases,1
XML Editor,1
XML Encryption,1
XML Firewall,1
XML For Analysis,1
XML Information Set,1
XML Interface For Network Services,1
XML Libraries,1
XML Literals,1
XML Localisation Interchange File Format (XLIFF),1
XML Markup Languages,1
XML Metadata Interchange,1
XML Notepad,1
XML Pipeline,1
XML Representations Of Lexicons,1
XML Resource Library,1
XML Schema,1
XML Schema Editor,1
XML Script,1
XML Signatures,1
XML Transformation Languages (XML-Based Standards),1
XML Transition Network Definition (XTND),1
XML User Interface,1
XML Validation,1
XML-Based Programming Languages,1
XML-RPC,1
XMLBeans,1
XMLSpy,1
XMLhttprequest,1
XMLmind,1
XMODEM Protocol,1
XMetaL,1
XOFTspy Portable Anti-Spyware,1
XOOPS,1
XPC Target (Simulation Programming Language),1
XPEDITER,1
XPages,1
XPath,1
XPlanner-Plus,1
XPointer,1
XQuery,1
